brand,year,season,num,r,g,b,a
michael-kors-collection,2021,spring,14,150,106,83,252
dsquared,2021,fall,35,101,95,77,252
dsquared,2021,fall,35,88,77,44,253
dsquared,2021,fall,35,81,39,27,252
dsquared,2021,fall,35,38,30,20,252
philosophy,2021,spring,12,172,181,206,253
philosophy,2021,spring,12,164,107,86,254
philosophy,2021,spring,12,16,27,27,252
philosophy,2021,spring,12,210,218,239,254
valentino,2021,spring,64,218,45,33,253
valentino,2021,spring,64,230,76,52,253
valentino,2021,spring,64,230,102,81,253
valentino,2021,spring,64,170,34,25,253
kenzo,2021,spring,32,207,161,160,253
kenzo,2021,spring,32,206,211,222,253
kenzo,2021,spring,32,169,160,161,252
kenzo,2021,spring,32,160,106,99,253
kenzo,2021,spring,22,78,111,160,253
kenzo,2021,spring,22,52,75,90,252
kenzo,2021,spring,22,80,94,81,250
kenzo,2021,spring,22,31,42,42,250
elder-statesman,2021,spring,13,140,83,48,253
elder-statesman,2021,spring,13,110,69,47,253
elder-statesman,2021,spring,13,13,11,17,252
elder-statesman,2021,spring,13,93,48,30,252
isabel-marant,2021,spring,26,202,159,164,253
isabel-marant,2021,spring,26,170,173,206,253
isabel-marant,2021,spring,26,94,97,159,253
isabel-marant,2021,spring,26,165,152,168,253
isabel-marant,2021,spring,36,79,45,42,253
isabel-marant,2021,spring,36,159,22,105,253
isabel-marant,2021,spring,36,44,24,24,252
isabel-marant,2021,spring,36,25,42,108,253
louis-vuitton,2021,spring,27,213,211,213,253
louis-vuitton,2021,spring,27,176,171,170,249
louis-vuitton,2021,spring,27,164,111,91,253
louis-vuitton,2021,spring,27,206,170,157,253
givenchy,2021,spring,38,173,169,148,252
givenchy,2021,spring,38,235,224,207,253
givenchy,2021,spring,38,219,202,176,253
givenchy,2021,spring,38,205,182,154,253
givenchy,2021,spring,28,222,203,175,254
givenchy,2021,spring,28,202,184,153,253
givenchy,2021,spring,28,178,168,137,252
givenchy,2021,spring,28,147,144,115,253
louis-vuitton,2021,spring,37,221,201,178,254
louis-vuitton,2021,spring,37,164,107,87,252
louis-vuitton,2021,spring,37,205,172,151,253
louis-vuitton,2021,spring,37,92,42,34,253
gucci,2021,spring,27,175,161,147,253
gucci,2021,spring,27,160,138,108,253
gucci,2021,spring,27,33,70,88,253
gucci,2021,spring,27,29,56,74,253
chanel,2021,spring,11,226,185,196,253
chanel,2021,spring,11,210,169,171,253
chanel,2021,spring,11,89,89,97,253
chanel,2021,spring,11,26,26,31,253
elder-statesman,2021,spring,8,87,81,47,246
elder-statesman,2021,spring,8,26,29,23,251
elder-statesman,2021,spring,8,92,100,78,249
elder-statesman,2021,spring,8,86,44,28,248
gucci,2021,spring,37,199,207,218,253
gucci,2021,spring,37,107,105,86,249
gucci,2021,spring,37,170,168,162,252
gucci,2021,spring,37,28,36,40,244
bevza,2021,fall,30,150,117,90,254
bevza,2021,fall,30,117,91,71,252
bevza,2021,fall,30,168,134,106,253
bevza,2021,fall,30,40,30,24,253
bevza,2021,fall,20,26,25,31,254
bevza,2021,fall,20,154,114,94,252
bevza,2021,fall,20,88,80,81,246
bevza,2021,fall,20,58,56,67,251
givenchy,2021,spring,6,39,69,78,253
givenchy,2021,spring,6,220,176,163,253
givenchy,2021,spring,6,28,58,69,254
givenchy,2021,spring,6,17,42,50,253
fendi,2021,spring,1,217,225,228,253
fendi,2021,spring,1,162,163,161,252
fendi,2021,spring,1,99,100,96,253
fendi,2021,spring,1,33,34,32,251
dsquared,2021,spring,20,24,25,27,253
dsquared,2021,spring,20,232,222,208,253
dsquared,2021,spring,20,78,82,83,253
dsquared,2021,spring,20,60,66,70,253
martin-grant,2021,spring,10,235,237,239,253
martin-grant,2021,spring,10,213,169,146,253
martin-grant,2021,spring,10,35,35,46,253
martin-grant,2021,spring,10,47,52,69,253
valentino,2021,spring,39,133,87,58,254
valentino,2021,spring,39,146,98,71,253
valentino,2021,spring,39,114,76,49,253
valentino,2021,spring,39,87,54,32,252
valentino,2021,spring,29,161,109,84,252
valentino,2021,spring,29,225,208,217,253
valentino,2021,spring,29,169,148,205,254
valentino,2021,spring,29,140,116,174,253
fendi,2021,spring,66,105,85,80,246
fendi,2021,spring,66,222,224,227,252
fendi,2021,spring,66,168,168,172,250
fendi,2021,spring,66,39,34,31,250
christian-dior,2021,spring,21,213,177,142,253
christian-dior,2021,spring,21,201,156,106,254
christian-dior,2021,spring,21,181,138,92,253
christian-dior,2021,spring,21,157,112,78,253
christian-dior,2021,spring,31,155,147,159,253
christian-dior,2021,spring,31,86,100,139,253
christian-dior,2021,spring,31,81,86,110,253
christian-dior,2021,spring,31,58,72,106,253
michael-kors-collection,2021,spring,49,216,171,144,253
michael-kors-collection,2021,spring,49,26,27,27,253
michael-kors-collection,2021,spring,49,201,146,114,253
michael-kors-collection,2021,spring,49,163,108,83,249
burberry-prorsum,2021,spring,8,218,199,181,253
burberry-prorsum,2021,spring,8,175,165,152,253
burberry-prorsum,2021,spring,8,206,178,157,253
burberry-prorsum,2021,spring,8,23,22,23,252
burberry-prorsum,2021,spring,46,78,83,95,254
burberry-prorsum,2021,spring,46,50,53,70,254
burberry-prorsum,2021,spring,46,58,68,78,254
burberry-prorsum,2021,spring,46,29,30,37,253
christian-dior,2021,spring,4,212,178,144,252
christian-dior,2021,spring,4,205,164,107,253
christian-dior,2021,spring,4,174,142,99,253
christian-dior,2021,spring,4,39,36,36,248
koche,2021,spring,2,143,151,145,253
koche,2021,spring,2,93,92,94,251
koche,2021,spring,2,47,50,77,253
koche,2021,spring,2,28,26,34,253
burberry-prorsum,2021,spring,56,99,93,91,253
burberry-prorsum,2021,spring,56,30,29,29,252
burberry-prorsum,2021,spring,56,212,216,223,254
burberry-prorsum,2021,spring,56,156,158,161,253
calvin-luo,2021,spring,8,212,175,153,253
calvin-luo,2021,spring,8,32,109,159,253
calvin-luo,2021,spring,8,52,132,179,254
calvin-luo,2021,spring,8,32,34,38,252
koche,2021,spring,21,218,221,234,254
koche,2021,spring,21,149,111,98,253
koche,2021,spring,21,20,19,28,252
koche,2021,spring,21,165,148,156,252
loewe,2021,spring,14,84,93,97,250
loewe,2021,spring,14,162,164,147,246
loewe,2021,spring,14,46,56,68,253
loewe,2021,spring,14,18,24,29,253
koche,2021,spring,31,85,81,93,252
koche,2021,spring,31,25,25,31,253
koche,2021,spring,31,164,152,165,253
koche,2021,spring,31,55,56,69,253
chloe,2021,spring,4,162,103,94,252
chloe,2021,spring,4,160,143,156,252
chloe,2021,spring,4,228,214,236,253
chloe,2021,spring,4,219,160,145,253
gucci,2021,spring,18,157,141,108,253
gucci,2021,spring,18,154,175,212,253
gucci,2021,spring,18,155,148,158,253
gucci,2021,spring,18,138,118,89,253
koche,2021,spring,43,209,169,148,253
koche,2021,spring,43,30,47,84,249
koche,2021,spring,43,157,108,88,252
koche,2021,spring,43,28,26,37,253
max-mara,2021,spring,9,232,205,195,254
max-mara,2021,spring,9,236,200,180,254
max-mara,2021,spring,9,217,176,157,253
max-mara,2021,spring,9,158,112,95,252
chanel,2021,spring,9,159,157,166,252
chanel,2021,spring,9,97,93,95,251
chanel,2021,spring,9,215,216,224,254
chanel,2021,spring,9,26,26,29,253
isabel-marant,2021,spring,19,212,29,84,254
isabel-marant,2021,spring,19,170,9,79,253
isabel-marant,2021,spring,19,151,6,46,253
isabel-marant,2021,spring,19,98,14,37,252
burberry-prorsum,2021,spring,24,241,145,50,254
burberry-prorsum,2021,spring,24,218,109,42,254
burberry-prorsum,2021,spring,24,169,77,35,250
burberry-prorsum,2021,spring,24,242,168,78,253
louis-vuitton,2021,spring,18,51,71,106,253
louis-vuitton,2021,spring,18,36,53,84,253
louis-vuitton,2021,spring,18,32,33,39,253
louis-vuitton,2021,spring,18,90,92,99,253
givenchy,2021,spring,17,236,227,222,250
givenchy,2021,spring,17,150,115,101,253
givenchy,2021,spring,17,100,99,102,252
givenchy,2021,spring,17,13,29,34,252
philosophy,2021,spring,7,210,216,235,253
philosophy,2021,spring,7,206,170,156,253
philosophy,2021,spring,7,169,180,206,253
philosophy,2021,spring,7,7,22,27,253
burberry-prorsum,2021,spring,34,210,171,155,253
burberry-prorsum,2021,spring,34,27,29,33,253
burberry-prorsum,2021,spring,34,89,88,92,253
burberry-prorsum,2021,spring,34,41,54,76,254
coach,2021,spring,15,220,211,207,253
coach,2021,spring,15,101,95,96,252
coach,2021,spring,15,203,182,171,253
coach,2021,spring,15,172,158,150,252
versace,2021,spring,78,170,161,168,252
versace,2021,spring,78,29,21,19,251
versace,2021,spring,78,227,222,227,254
versace,2021,spring,78,156,102,90,253
alexander-mcqueen,2021,spring,14,199,171,171,253
alexander-mcqueen,2021,spring,14,78,81,98,251
alexander-mcqueen,2021,spring,14,14,27,37,254
alexander-mcqueen,2021,spring,14,44,54,72,254
christian-dior,2021,spring,43,230,231,235,253
christian-dior,2021,spring,43,84,101,141,253
christian-dior,2021,spring,43,73,85,116,252
christian-dior,2021,spring,43,57,72,107,253
versace,2021,spring,68,212,163,145,253
versace,2021,spring,68,170,108,81,253
versace,2021,spring,68,88,48,34,252
versace,2021,spring,68,14,12,15,250
christian-dior,2021,spring,53,224,173,139,253
christian-dior,2021,spring,53,210,149,109,253
christian-dior,2021,spring,53,46,49,69,254
christian-dior,2021,spring,53,29,32,44,253
fendi,2021,spring,14,221,219,213,253
fendi,2021,spring,14,200,179,164,253
fendi,2021,spring,14,203,196,185,253
fendi,2021,spring,14,173,168,157,252
miu-miu,2021,spring,7,240,163,102,253
miu-miu,2021,spring,7,84,43,29,253
miu-miu,2021,spring,7,251,238,206,253
miu-miu,2021,spring,7,35,28,36,253
hermes,2021,spring,25,160,151,161,254
hermes,2021,spring,25,33,25,23,249
hermes,2021,spring,25,135,124,133,253
hermes,2021,spring,25,110,100,105,251
dsquared,2021,spring,2,238,238,237,253
dsquared,2021,spring,2,204,174,152,253
dsquared,2021,spring,2,176,160,147,251
dsquared,2021,spring,2,22,22,23,253
hermes,2021,spring,35,105,67,58,253
hermes,2021,spring,35,29,21,22,253
hermes,2021,spring,35,96,80,84,251
hermes,2021,spring,35,78,50,43,253
prada,2021,spring,14,95,69,47,252
prada,2021,spring,14,24,23,19,253
prada,2021,spring,14,99,98,101,253
prada,2021,spring,14,91,52,26,252
bevza,2021,fall,4,217,201,181,250
bevza,2021,fall,4,224,216,213,251
bevza,2021,fall,4,203,174,155,249
bevza,2021,fall,4,176,136,117,251
gucci,2021,spring,87,198,203,205,253
gucci,2021,spring,87,144,95,46,232
gucci,2021,spring,87,143,37,35,253
gucci,2021,spring,87,183,172,163,252
adam-lippes,2021,spring,6,223,171,143,253
adam-lippes,2021,spring,6,21,17,15,252
adam-lippes,2021,spring,6,163,110,80,252
adam-lippes,2021,spring,6,91,74,49,251
adam-lippes,2021,fall,13,165,157,149,252
adam-lippes,2021,fall,13,100,93,86,253
adam-lippes,2021,fall,13,29,23,22,253
adam-lippes,2021,fall,13,84,50,39,252
gucci,2021,spring,97,173,103,89,253
gucci,2021,spring,97,195,160,162,254
gucci,2021,spring,97,180,154,153,253
gucci,2021,spring,97,156,34,31,253
hermes,2021,spring,13,156,109,101,252
hermes,2021,spring,13,205,162,153,253
hermes,2021,spring,13,169,150,151,253
hermes,2021,spring,13,17,18,25,253
gucci,2021,spring,8,146,145,162,253
gucci,2021,spring,8,96,73,46,252
gucci,2021,spring,8,84,49,43,252
gucci,2021,spring,8,41,40,38,250
prada,2021,spring,32,143,81,46,253
prada,2021,spring,32,21,21,20,253
prada,2021,spring,32,161,106,81,253
prada,2021,spring,32,99,50,23,250
prada,2021,spring,22,205,167,140,253
prada,2021,spring,22,199,151,115,253
prada,2021,spring,22,231,232,233,254
prada,2021,spring,22,9,8,6,253
christian-dior,2021,spring,65,226,225,226,253
christian-dior,2021,spring,65,170,165,159,247
christian-dior,2021,spring,65,205,176,164,253
christian-dior,2021,spring,65,106,98,89,246
alexander-mcqueen,2021,spring,22,209,207,205,254
alexander-mcqueen,2021,spring,22,20,37,46,253
alexander-mcqueen,2021,spring,22,198,180,176,253
alexander-mcqueen,2021,spring,22,179,170,168,250
christian-dior,2021,spring,75,223,221,208,253
christian-dior,2021,spring,75,97,95,88,253
christian-dior,2021,spring,75,169,164,156,252
christian-dior,2021,spring,75,160,92,97,253
fendi,2021,spring,32,208,217,228,253
fendi,2021,spring,32,150,181,219,253
fendi,2021,spring,32,172,202,233,254
fendi,2021,spring,32,153,108,85,253
martin-grant,2021,spring,44,153,19,97,253
martin-grant,2021,spring,44,102,13,48,253
martin-grant,2021,spring,44,182,48,132,254
martin-grant,2021,spring,44,121,8,69,252
fendi,2021,spring,22,207,177,150,252
fendi,2021,spring,22,176,143,112,249
fendi,2021,spring,22,226,200,176,253
fendi,2021,spring,22,23,22,21,250
kenzo,2021,spring,7,232,81,82,253
kenzo,2021,spring,7,211,163,157,253
kenzo,2021,spring,7,210,50,52,254
kenzo,2021,spring,7,166,32,33,253
givenchy,2021,spring,21,229,73,59,253
givenchy,2021,spring,21,227,169,140,253
givenchy,2021,spring,21,208,48,49,254
givenchy,2021,spring,21,24,38,39,253
coach,2021,spring,23,229,223,210,254
coach,2021,spring,23,108,97,88,252
coach,2021,spring,23,209,200,182,253
coach,2021,spring,23,172,164,152,253
burberry-prorsum,2021,spring,12,29,153,218,251
burberry-prorsum,2021,spring,12,17,95,159,247
burberry-prorsum,2021,spring,12,32,52,77,250
burberry-prorsum,2021,spring,12,24,28,36,251
givenchy,2021,spring,31,210,147,108,253
givenchy,2021,spring,31,90,101,86,246
givenchy,2021,spring,31,14,31,32,253
givenchy,2021,spring,31,160,114,84,249
coach,2021,spring,33,241,223,210,253
coach,2021,spring,33,228,211,172,252
coach,2021,spring,33,201,181,163,250
coach,2021,spring,33,177,160,145,249
elder-statesman,2021,spring,1,221,221,219,249
elder-statesman,2021,spring,1,169,165,160,235
elder-statesman,2021,spring,1,100,96,90,239
elder-statesman,2021,spring,1,24,24,25,240
chanel,2021,spring,18,205,169,163,253
chanel,2021,spring,18,25,27,31,253
chanel,2021,spring,18,202,22,41,254
chanel,2021,spring,18,175,12,32,253
bevza,2021,spring,5,158,113,94,237
bevza,2021,spring,5,225,224,225,250
bevza,2021,spring,5,179,166,164,220
bevza,2021,spring,5,160,160,165,177
bevza,2021,fall,29,103,87,84,253
bevza,2021,fall,29,78,49,46,254
bevza,2021,fall,29,138,116,111,253
bevza,2021,fall,29,49,34,31,253
loewe,2021,spring,22,177,137,118,250
loewe,2021,spring,22,154,117,96,241
loewe,2021,spring,22,21,21,26,253
loewe,2021,spring,22,169,156,146,248
loewe,2021,spring,32,203,168,148,254
loewe,2021,spring,32,79,76,80,252
loewe,2021,spring,32,50,54,69,253
loewe,2021,spring,32,28,30,38,253
koche,2021,spring,17,209,215,233,253
koche,2021,spring,17,159,107,77,253
koche,2021,spring,17,175,182,207,253
koche,2021,spring,17,28,22,22,250
burberry-prorsum,2021,spring,60,162,155,152,253
burberry-prorsum,2021,spring,60,150,111,92,253
burberry-prorsum,2021,spring,60,101,95,90,253
burberry-prorsum,2021,spring,60,38,33,29,252
givenchy,2021,spring,43,217,171,148,253
givenchy,2021,spring,43,84,101,93,250
givenchy,2021,spring,43,26,51,52,254
givenchy,2021,spring,43,44,72,71,253
coach,2021,spring,41,38,31,25,250
coach,2021,spring,41,154,164,113,253
coach,2021,spring,41,107,94,82,252
givenchy,2021,spring,53,223,219,227,253
givenchy,2021,spring,53,47,75,90,252
givenchy,2021,spring,53,83,102,103,251
givenchy,2021,spring,53,13,34,43,253
prada,2021,spring,4,237,226,216,254
prada,2021,spring,4,216,172,146,253
prada,2021,spring,4,206,148,102,253
prada,2021,spring,4,153,94,35,250
martin-grant,2021,spring,7,223,225,229,253
martin-grant,2021,spring,7,158,159,165,248
martin-grant,2021,spring,7,33,39,47,253
martin-grant,2021,spring,7,214,172,146,253
loewe,2021,spring,2,211,213,212,247
loewe,2021,spring,2,181,139,102,251
loewe,2021,spring,2,178,176,173,230
loewe,2021,spring,2,144,146,146,164
coach,2021,spring,51,219,219,227,254
coach,2021,spring,51,159,159,166,252
coach,2021,spring,51,32,29,29,253
coach,2021,spring,51,104,96,95,252
bevza,2021,spring,18,211,173,145,253
bevza,2021,spring,18,182,135,107,253
bevza,2021,spring,18,162,112,85,253
bevza,2021,spring,18,16,16,16,253
martin-grant,2021,spring,36,196,165,121,253
martin-grant,2021,spring,36,221,198,164,253
martin-grant,2021,spring,36,209,182,144,253
martin-grant,2021,spring,36,179,144,102,252
fendi,2021,spring,50,155,177,227,253
fendi,2021,spring,50,178,198,238,253
fendi,2021,spring,50,115,142,205,253
fendi,2021,spring,50,34,30,32,249
martin-grant,2021,spring,26,209,169,145,253
martin-grant,2021,spring,26,58,67,82,253
martin-grant,2021,spring,26,41,43,52,253
martin-grant,2021,spring,26,49,56,71,254
calvin-luo,2021,spring,10,214,213,213,253
calvin-luo,2021,spring,10,24,23,21,229
calvin-luo,2021,spring,10,36,104,153,251
fendi,2021,spring,40,218,171,151,253
fendi,2021,spring,40,56,57,67,252
fendi,2021,spring,40,84,82,87,248
fendi,2021,spring,40,29,32,38,253
coach,2021,spring,9,149,139,117,253
coach,2021,spring,9,173,162,144,253
coach,2021,spring,9,111,104,84,252
coach,2021,spring,9,23,20,19,251
christian-dior,2021,spring,17,207,157,140,254
christian-dior,2021,spring,17,157,101,89,253
christian-dior,2021,spring,17,85,51,44,252
christian-dior,2021,spring,17,116,76,70,253
prada,2021,spring,40,210,175,153,253
prada,2021,spring,40,92,93,95,253
prada,2021,spring,40,39,31,23,253
prada,2021,spring,40,229,228,226,254
michael-kors-collection,2021,spring,6,229,229,230,254
michael-kors-collection,2021,spring,6,154,153,154,253
michael-kors-collection,2021,spring,6,103,101,101,252
michael-kors-collection,2021,spring,6,154,102,87,253
dsquared,2021,spring,16,232,235,239,253
dsquared,2021,spring,16,224,104,72,254
dsquared,2021,spring,16,200,174,155,253
dsquared,2021,spring,16,26,28,34,252
adam-lippes,2021,fall,3,231,225,222,253
adam-lippes,2021,fall,3,86,45,39,252
adam-lippes,2021,fall,3,173,156,152,252
adam-lippes,2021,fall,3,35,26,29,253
chanel,2021,spring,37,202,163,143,253
chanel,2021,spring,37,22,25,29,252
chanel,2021,spring,37,230,230,232,253
chanel,2021,spring,37,179,136,117,253
gucci,2021,spring,11,77,83,119,252
gucci,2021,spring,11,152,138,177,251
gucci,2021,spring,11,150,160,205,253
gucci,2021,spring,11,97,102,148,252
chanel,2021,spring,27,207,169,150,253
chanel,2021,spring,27,179,139,116,253
chanel,2021,spring,27,223,222,226,253
chanel,2021,spring,27,170,158,153,249
max-mara,2021,spring,41,208,169,155,254
max-mara,2021,spring,41,182,153,142,254
max-mara,2021,spring,41,180,135,108,254
max-mara,2021,spring,41,155,110,86,253
bevza,2021,fall,16,217,201,183,253
bevza,2021,fall,16,203,179,154,253
bevza,2021,fall,16,228,214,200,253
bevza,2021,fall,16,174,142,110,252
alexander-mcqueen,2021,spring,9,149,103,99,253
alexander-mcqueen,2021,spring,9,98,81,87,251
alexander-mcqueen,2021,spring,9,39,53,71,253
alexander-mcqueen,2021,spring,9,15,28,38,253
isabel-marant,2021,spring,10,200,183,204,254
isabel-marant,2021,spring,10,171,153,175,253
isabel-marant,2021,spring,10,216,202,219,253
isabel-marant,2021,spring,10,187,172,195,253
louis-vuitton,2021,spring,11,213,209,204,254
louis-vuitton,2021,spring,11,34,33,35,253
louis-vuitton,2021,spring,11,205,174,153,253
louis-vuitton,2021,spring,11,171,166,157,253
versace,2021,spring,61,236,209,233,253
versace,2021,spring,61,166,103,88,253
versace,2021,spring,61,221,164,153,253
versace,2021,spring,61,173,150,235,253
michael-kors-collection,2021,spring,22,217,199,177,253
michael-kors-collection,2021,spring,22,202,177,152,253
michael-kors-collection,2021,spring,22,187,160,133,252
michael-kors-collection,2021,spring,22,173,142,114,252
versace,2021,spring,71,235,231,240,253
versace,2021,spring,71,218,167,157,253
versace,2021,spring,71,160,107,92,253
versace,2021,spring,71,20,18,22,253
dsquared,2021,fall,13,228,155,87,253
dsquared,2021,fall,13,250,144,53,253
dsquared,2021,fall,13,236,98,32,253
dsquared,2021,fall,13,215,28,20,253
valentino,2021,spring,5,234,233,229,254
valentino,2021,spring,5,159,107,79,253
valentino,2021,spring,5,174,170,164,247
valentino,2021,spring,5,110,70,50,253
michael-kors-collection,2021,spring,32,206,145,107,253
michael-kors-collection,2021,spring,32,145,149,163,253
michael-kors-collection,2021,spring,32,156,174,203,253
michael-kors-collection,2021,spring,32,98,98,104,252
valentino,2021,spring,42,135,83,59,254
valentino,2021,spring,42,114,71,51,254
valentino,2021,spring,42,88,53,36,253
valentino,2021,spring,42,160,100,76,254
philosophy,2021,spring,34,167,167,168,238
philosophy,2021,spring,34,210,212,219,251
philosophy,2021,spring,34,168,110,82,252
philosophy,2021,spring,34,5,16,17,253
kenzo,2021,spring,14,222,159,152,253
kenzo,2021,spring,14,229,94,96,253
kenzo,2021,spring,14,168,96,88,252
kenzo,2021,spring,14,159,44,44,253
philosophy,2021,spring,24,209,215,234,253
philosophy,2021,spring,24,163,159,169,251
philosophy,2021,spring,24,170,180,207,253
philosophy,2021,spring,24,9,24,28,251
valentino,2021,spring,52,229,107,32,254
valentino,2021,spring,52,217,169,153,253
valentino,2021,spring,52,252,136,41,254
valentino,2021,spring,52,174,76,27,252
miu-miu,2021,spring,24,232,179,140,253
miu-miu,2021,spring,24,226,154,101,253
miu-miu,2021,spring,24,203,214,217,253
miu-miu,2021,spring,24,183,202,209,253
miu-miu,2021,spring,34,236,161,109,253
miu-miu,2021,spring,34,32,47,71,253
miu-miu,2021,spring,34,22,31,45,253
miu-miu,2021,spring,34,251,206,156,254
hermes,2021,spring,4,194,151,124,254
hermes,2021,spring,4,203,164,142,254
hermes,2021,spring,4,179,138,112,254
hermes,2021,spring,4,155,114,89,253
fendi,2021,spring,8,228,197,177,254
fendi,2021,spring,8,174,169,173,252
fendi,2021,spring,8,220,220,223,254
fendi,2021,spring,8,208,180,167,254
miu-miu,2021,spring,46,245,231,209,253
miu-miu,2021,spring,46,238,179,141,251
miu-miu,2021,spring,46,231,155,106,253
miu-miu,2021,spring,46,245,216,169,254
valentino,2021,spring,20,240,231,227,253
valentino,2021,spring,20,150,113,97,252
valentino,2021,spring,20,209,172,155,253
valentino,2021,spring,20,25,28,31,253
martin-grant,2021,spring,19,163,153,73,253
martin-grant,2021,spring,19,104,89,12,253
martin-grant,2021,spring,19,150,138,48,254
martin-grant,2021,spring,19,139,122,32,253
valentino,2021,spring,30,223,211,32,254
valentino,2021,spring,30,236,226,82,254
valentino,2021,spring,30,235,226,216,253
valentino,2021,spring,30,162,108,82,253
christian-dior,2021,spring,38,167,165,163,252
christian-dior,2021,spring,38,33,33,35,251
christian-dior,2021,spring,38,218,216,212,253
christian-dior,2021,spring,38,82,92,105,253
michael-kors-collection,2021,spring,40,214,171,145,253
michael-kors-collection,2021,spring,40,93,91,87,253
michael-kors-collection,2021,spring,40,29,29,27,253
michael-kors-collection,2021,spring,40,164,160,152,253
versace,2021,spring,13,231,2,15,253
versace,2021,spring,13,162,4,10,252
versace,2021,spring,13,94,16,16,251
versace,2021,spring,13,19,14,16,253
michael-kors-collection,2021,spring,50,228,227,226,254
michael-kors-collection,2021,spring,50,201,139,115,253
michael-kors-collection,2021,spring,50,32,31,30,253
michael-kors-collection,2021,spring,50,169,106,84,252
vera-wang,2021,spring,13,20,13,10,245
vera-wang,2021,spring,13,207,204,205,253
vera-wang,2021,spring,13,195,180,174,253
vera-wang,2021,spring,13,176,170,168,253
christian-dior,2021,spring,28,92,105,140,253
christian-dior,2021,spring,28,23,27,34,252
christian-dior,2021,spring,28,75,84,114,253
christian-dior,2021,spring,28,45,54,81,253
burberry-prorsum,2021,spring,1,205,179,158,253
burberry-prorsum,2021,spring,1,15,45,85,253
burberry-prorsum,2021,spring,1,11,21,38,250
burberry-prorsum,2021,spring,1,218,198,179,253
christian-dior,2021,spring,81,228,225,220,253
christian-dior,2021,spring,81,161,95,88,253
christian-dior,2021,spring,81,34,19,18,251
christian-dior,2021,spring,81,89,42,43,253
calvin-luo,2021,spring,1,226,217,210,253
calvin-luo,2021,spring,1,226,198,177,253
calvin-luo,2021,spring,1,217,180,152,252
calvin-luo,2021,spring,1,36,34,30,253
bevza,2021,spring,27,181,139,112,253
bevza,2021,spring,27,202,170,146,253
bevza,2021,spring,27,162,114,84,253
bevza,2021,spring,27,19,18,18,253
dsquared,2021,fall,9,219,159,92,253
dsquared,2021,fall,9,88,91,100,253
dsquared,2021,fall,9,161,98,42,252
dsquared,2021,fall,9,39,32,36,250
koche,2021,spring,38,208,211,218,254
koche,2021,spring,38,164,159,165,251
koche,2021,spring,38,183,186,198,253
koche,2021,spring,38,34,32,37,250
chloe,2021,spring,14,238,233,223,253
chloe,2021,spring,14,223,163,205,253
chloe,2021,spring,14,214,158,153,253
chloe,2021,spring,14,205,146,114,253
koche,2021,spring,28,172,149,153,253
koche,2021,spring,28,28,25,33,253
koche,2021,spring,28,206,172,159,254
koche,2021,spring,28,95,84,91,251
jenny-packham,2021,spring,14,140,110,94,149
gucci,2021,spring,63,39,35,37,252
gucci,2021,spring,63,92,40,38,253
gucci,2021,spring,63,44,78,150,254
gucci,2021,spring,63,21,44,91,253
chanel,2021,spring,55,207,165,152,253
chanel,2021,spring,55,178,135,121,253
chanel,2021,spring,55,174,147,140,250
chanel,2021,spring,55,29,28,32,253
max-mara,2021,spring,33,200,167,148,254
max-mara,2021,spring,33,166,139,120,253
max-mara,2021,spring,33,177,154,139,253
max-mara,2021,spring,33,144,116,99,253
isabel-marant,2021,spring,6,88,49,35,252
isabel-marant,2021,spring,6,226,208,222,254
isabel-marant,2021,spring,6,166,106,79,253
isabel-marant,2021,spring,6,36,22,20,249
gucci,2021,spring,73,138,25,34,253
gucci,2021,spring,73,100,74,46,253
gucci,2021,spring,73,94,32,30,253
gucci,2021,spring,73,24,26,28,253
max-mara,2021,spring,23,175,135,107,254
max-mara,2021,spring,23,170,153,145,253
max-mara,2021,spring,23,107,91,83,252
max-mara,2021,spring,23,156,116,92,253
chanel,2021,spring,45,218,218,220,247
chanel,2021,spring,45,204,160,148,253
chanel,2021,spring,45,156,112,102,251
chanel,2021,spring,45,23,24,29,253
coach,2021,spring,32,73,49,29,153
coach,2021,spring,32,113,76,45,231
coach,2021,spring,32,70,54,41,104
burberry-prorsum,2021,spring,13,209,221,234,253
burberry-prorsum,2021,spring,13,170,204,235,253
burberry-prorsum,2021,spring,13,18,24,38,252
burberry-prorsum,2021,spring,13,17,44,81,253
givenchy,2021,spring,30,146,113,95,252
givenchy,2021,spring,30,90,95,95,252
givenchy,2021,spring,30,19,41,46,253
givenchy,2021,spring,30,49,74,80,253
coach,2021,spring,22,213,135,47,254
coach,2021,spring,22,96,47,7,249
coach,2021,spring,22,198,122,38,254
coach,2021,spring,22,164,100,29,253
givenchy,2021,spring,20,16,35,38,253
givenchy,2021,spring,20,211,172,151,253
givenchy,2021,spring,20,165,138,117,253
givenchy,2021,spring,20,48,76,77,253
bevza,2021,fall,28,229,207,174,253
bevza,2021,fall,28,205,173,148,253
bevza,2021,fall,28,233,220,207,253
bevza,2021,fall,28,176,138,119,253
chanel,2021,spring,19,82,81,87,252
chanel,2021,spring,19,31,33,38,253
chanel,2021,spring,19,211,160,140,253
chanel,2021,spring,19,57,58,67,253
bevza,2021,spring,4,164,111,82,253
bevza,2021,spring,4,228,224,226,253
bevza,2021,spring,4,207,170,149,253
bevza,2021,spring,4,18,18,20,252
prada,2021,spring,23,233,231,228,254
prada,2021,spring,23,212,165,146,252
prada,2021,spring,23,207,143,110,253
prada,2021,spring,23,25,21,18,253
